YEAR;DEGREE;NUMBER;COURSE_NAME;LENGTH_SCORE_SCALE;N-TERM
2017;HAVO;17135;HAVO Fries;46;0,0
2017;HAVO;17136;HAVO Frans;48;0,0
2017;HAVO;17137;HAVO Duits;50;0,2
2017;HAVO;17138;HAVO Engels;49;1,4
2017;HAVO;17139;HAVO Spaans;46;1,3
2017;HAVO;17140;HAVO Russisch;48;0,7
2017;HAVO;17141;HAVO Turks;51;0,7
2017;HAVO;17142;HAVO Arabisch;45;0,7
2017;HAVO;17143;HAVO geschiedenis;71;0,7
2017;HAVO;17144;HAVO aardrijkskunde;63;1,1
2017;HAVO;17145;HAVO wiskunde A;80;1,5
2017;HAVO;17146;HAVO wiskunde A bezem;79;1,1
2017;HAVO;17147;HAVO wiskunde B;79;1,8
2017;HAVO;17148;HAVO wiskunde B bezem;78;2,0
2017;HAVO;17149;HAVO natuurkunde;76;1,2
2017;HAVO;17150;HAVO scheikunde;76;1,2
2017;HAVO;17151;HAVO biologie;75;0,9
2017;HAVO;17152;HAVO economie;48;1,6
2017;HAVO;17153;HAVO management & organisatie;59;0,3
2017;HAVO;17154;HAVO muziek;75;1,1
2017;HAVO;17155;HAVO tekenen, handvaardigheid, textiele vormgeving;79;0,8
2017;HAVO;17156;HAVO filosofie;46;1,4
2017;HAVO;17157;HAVO maatschappijwetenschappen;60;1,0
2017;HAVO;17158;HAVO maatschappijwetenschappen (pilot);53;1,1
2017;HAVO;17159;HAVO kunst (dans/drama/muziek/beeldende vormgeving/algemeen);66;0,8
2018;HAVO;18135;HAVO Nederlands;60;0,7
2018;HAVO;18136;HAVO Fries;42;0,2
2018;HAVO;18137;HAVO Frans;49;0,4
2018;HAVO;18138;HAVO Duits;50;0,6
2018;HAVO;18139;HAVO Engels;47;1,4
2018;HAVO;18140;HAVO Spaans;50;1,9
2018;HAVO;18141;HAVO Russisch;50;0,7
2018;HAVO;18142;HAVO Turks;48;0,7
2018;HAVO;18143;HAVO Arabisch;47;0,7
2018;HAVO;18144;HAVO geschiedenis;72;1,0
2018;HAVO;18145;HAVO aardrijkskunde;66;1,6
2018;HAVO;18146;HAVO wiskunde A;76;1,2
2018;HAVO;18147;HAVO wiskunde B;77;1,2
2018;HAVO;18148;HAVO natuurkunde;75;0,6
2018;HAVO;18149;HAVO scheikunde;76;1,0
2018;HAVO;18150;HAVO biologie;79;0,9
2018;HAVO;18151;HAVO economie;59;1,3
2018;HAVO;18152;HAVO management & organisatie;62;0,8
2018;HAVO;18153;HAVO muziek;74;1,1
2018;HAVO;18154;HAVO tekenen, handvaardigheid, textiele vormgeving;77;0,9
2018;HAVO;18155;HAVO filosofie;45;1,5
2018;HAVO;18156;HAVO maatschappijwetenschappen;66;1,3
2018;HAVO;18157;HAVO maatschappijwetenschappen (pilot);54;1,7
2018;HAVO;18158;HAVO kunst beeldende vormgeving-dans-drama-muziek-algemeen;64;1,3
2019;HAVO;19134;HAVO Nederlands;63;1,0
2019;HAVO;19135;HAVO Fries;47;0,0
2019;HAVO;19136;HAVO Frans;50;1,2
2019;HAVO;19137;HAVO Duits;52;0,2
2019;HAVO;19138;HAVO Engels;47;1,2
2019;HAVO;19139;HAVO Spaans;49;0,8
2019;HAVO;19140;HAVO Russisch;49;0,7
2019;HAVO;19141;HAVO Turks;49;0,7
2019;HAVO;19142;HAVO Arabisch;46;0,7
2019;HAVO;19143;HAVO geschiedenis;71;1,1
2019;HAVO;19144;HAVO aardrijkskunde;64;1,1
2019;HAVO;19145;HAVO wiskunde A;78;1,0
2019;HAVO;19146;HAVO wiskunde B;78;1,5
2019;HAVO;19147;HAVO natuurkunde;78;1,3
2019;HAVO;19148;HAVO scheikunde;78;1,3
2019;HAVO;19149;HAVO biologie;77;0,8
2019;HAVO;19150;HAVO economie;56;1,0
2019;HAVO;19151;HAVO management & organisatie;62;1,2
2019;HAVO;19152;HAVO muziek;71;1,8
2019;HAVO;19154;HAVO tekenen, handvaardigheid, textiele vormgeving;70;0,7
2019;HAVO;19155;HAVO filosofie;45;1,3
2019;HAVO;19156;HAVO maatschappijwetenschappen bezem;70;1,3
2019;HAVO;19157;HAVO maatschappijwetenschappen ;50;1,0
2019;HAVO;19158;HAVO kunstbeeldende vormgeving-dans-drama-muziek-algemeen;65;1,0
2012;VWO;12101;VWO Nederlands  ;49;0,9
2012;VWO;12103;VWO Fries ;51;1,7
2012;VWO;12104;VWO Latijn  ;74;1,0
2012;VWO;12105;VWO Grieks ;76;0,3
2012;VWO;12106;VWO Frans ;50;1,5
2012;VWO;12107;VWO Duits ;55;1,2
2012;VWO;12108;VWO Engels ;48;0,6
2012;VWO;12109;VWO Spaans ;50;0,4
2012;VWO;12110;VWO Russisch ;49;0,7
2012;VWO;12111;VWO Turks ;53;0,7
2012;VWO;12112;VWO Arabisch ;46;0,7
2012;VWO;12113;VWO geschiedenis ;75;0,6
2012;VWO;12114;VWO geschiedenis (pilot) ;75;0,0
2012;VWO;12115;VWO aardrijkskunde ;68;0,4
2012;VWO;12116;VWO wiskunde A ;84;0,6
2012;VWO;12117;VWO wiskunde A (pilot) ;81;1,4
2012;VWO;12118;VWO wiskunde B ;78;1,5
2012;VWO;12119;VWO wiskunde B (pilot) ;83;1,0
2012;VWO;12120;VWO wiskunde C ;81;1,1
2012;VWO;12121;VWO wiskunde C (pilot) ;79;1,8
2012;VWO;12122;VWO natuurkunde ;77;1,1
2012;VWO;12123;VWO natuurkunde (pilot) ;77;1,0
2012;VWO;12124;VWO scheikunde ;70;0,5
2012;VWO;12125;VWO scheikunde (pilot) ;71;1,7
2012;VWO;12126;VWO biologie ;68;1,3
2012;VWO;12127;VWO biologie (pilot) ;71;1,6
2012;VWO;12128;VWO economie ;60;1,2
2012;VWO;12129;VWO economie (pilot) ;62;1,9
2012;VWO;12130;VWO management & organisatie ;63;0,9
2012;VWO;12131;VWO muziek met audio-cd ;83;0,5
2012;VWO;12132;VWO muziek CBT - ExamenTester ;83;0,6
2012;VWO;12133;"VWO tekenen, handvaardigheid, textiele vormgeving 
	CSE";67;1,2
2012;VWO;12134;VWO filosofie ;50;0,5
2012;VWO;12135;VWO maatschappijwetenschappen ;80;1,3
2012;VWO;12137;"VWO kunst (dans/drama/muziek/beeldende vormgeving/algemeen) 
	zowel CBT als Autoplay";62;0,4
2013;VWO;13101;VWO Nederlands ;49;1,4
2013;VWO;13103;VWO Fries ;42;1,2
2013;VWO;13104;VWO Latijn ;76;0,0
2013;VWO;13105;VWO Grieks ;76;0,7
2013;VWO;13106;VWO Frans ;49;0,8
2013;VWO;13107;VWO Duits ;50;0,0
2013;VWO;13108;VWO Engels ;44;1,1
2013;VWO;13109;VWO Spaans ;50;0,5
2013;VWO;13110;VWO Russisch ;45;0,7
2013;VWO;13111;VWO Turks ;55;0,7
2013;VWO;13112;VWO Arabisch ;48;0,7
2013;VWO;13113;VWO geschiedenis ;77;0,9
2013;VWO;13114;VWO geschiedenis (pilot) ;77;0,0
2013;VWO;13115;VWO aardrijkskunde ;69;0,9
2013;VWO;13116;VWO wiskunde A ;83;1,2
2013;VWO;13117;VWO wiskunde A (pilot) ;83;1,8
2013;VWO;13118;VWO wiskunde B ;79;0,8
2013;VWO;13119;VWO wiskunde B (pilot) ;78;1,2
2013;VWO;13120;VWO wiskunde C ;79;1,0
2013;VWO;13121;VWO wiskunde C (pilot) ;78;1,4
2013;VWO;13122;VWO natuurkunde ;76;1,0
2013;VWO;13123;VWO natuurkunde (pilot) ;79;1,7
2013;VWO;13124;VWO scheikunde ;69;1,7
2013;VWO;13125;VWO scheikunde (pilot) ;68;2,1
2013;VWO;13126;VWO biologie  ;71;1,0
2013;VWO;13127;VWO biologie (pilot) ;76;1,7
2013;VWO;13128;VWO economie ;58;1,8
2013;VWO;13129;VWO economie (pilot) ;58;1,1
2013;VWO;13130;VWO management en organisatie ;62;1,2
2013;VWO;13131;VWO muziek ;79;1,5
2013;VWO;13133;VWO tekenen, handvaardigheid, textiele vormgeving ;70;1,0
2013;VWO;13134;VWO filosofie ;56;0,9
2013;VWO;13135;VWO maatschappijwetenschappen ;73;1,2
2013;VWO;13136;VWO kunst (dans/drama/muziek/beeldende vormgeving/algemeen);64;0,8
2014;VWO;14101;VWO Nederlands ;49;1,3
2014;VWO;14102;VWO Fries;48;0,8
2014;VWO;14103;VWO Latijn ;76;0,3
2014;VWO;14104;VWO Grieks;76;0,2
2014;VWO;14105;VWO Frans;50;0,3
2014;VWO;14106;VWO Duits;48;0,2
2014;VWO;14107;VWO Engels;49;0,4
2014;VWO;14108;VWO Spaans;51;0,8
2014;VWO;14109;VWO Russisch;51;0,7
2014;VWO;14110;VWO Turks;53;0,7
2014;VWO;14111;VWO Arabisch;45;0,7
2014;VWO;14112;VWO geschiedenis;78;0,4
2014;VWO;14113;VWO geschiedenis (pilot);79;0,0
2014;VWO;14114;VWO aardrijkskunde;70;1,1
2014;VWO;14115;VWO wiskunde A;82;1,1
2014;VWO;14116;VWO wiskunde A (pilot);84;2,1
2014;VWO;14117;VWO wiskunde B;76;1,0
2014;VWO;14118;VWO wiskunde B (pilot);77;1,6
2014;VWO;14119;VWO wiskunde C;79;1,4
2014;VWO;14120;VWO wiskunde C (pilot);73;0,9
2014;VWO;14121;VWO natuurkunde;73;0,4
2014;VWO;14122;VWO natuurkunde (pilot);73;0,7
2014;VWO;14123;VWO scheikunde;70;1,2
2014;VWO;14124;VWO scheikunde (pilot);69;1,9
2014;VWO;14125;VWO biologie;68;0,7
2014;VWO;14126;VWO biologie (pilot);68;0,5
2014;VWO;14127;VWO economie;57;0,9
2014;VWO;14128;"
	VWO economie (bezem) ";59;1,7
2014;VWO;14129;VWO management & organisatie;63;1,5
2014;VWO;14130;VWO muziek;77;0,5
2014;VWO;14131;"VWO tekenen, handvaardigheid, textiele vormgeving 
	CSE";75;1,0
2014;VWO;14132;VWO filosofie;53;1,1
2014;VWO;14133;VWO maatschappijwetenschappen;72;0,8
2014;VWO;14134;VWO maatschappijwetenschappen (pilot);70;0,5
2014;VWO;14135;"
	VWO kunst (dans/drama/muziek/beeldende vormgeving/algemeen)";66;0,6
2015;VWO;15101;VWO Nederlands;64;1,0
2015;VWO;15102;VWO Fries;48;0,5
2015;VWO;15103;VWO Latijn;76;1,6
2015;VWO;15104;VWO Grieks;76;0,4
2015;VWO;15105;VWO Frans;50;0,5
2015;VWO;15106;VWO Duits;49;0,5
2015;VWO;15107;VWO Engels;48;0,5
2015;VWO;15108;VWO Spaans;51;0,0
2015;VWO;15109;VWO Russisch;50;0,7
2015;VWO;15110;VWO Turks;56;0,7
2015;VWO;15111;VWO Arabisch;46;0,7
2015;VWO;15112;VWO geschiedenis;76;1,0
2015;VWO;15113;VWO aardrijkskunde;65;0,6
2015;VWO;15114;VWO wiskunde A;85;0,8
2015;VWO;15115;VWO wiskunde A (pilot);79;1,9
2015;VWO;15116;VWO wiskunde B;77;1,4
2015;VWO;15117;VWO wiskunde B (pilot);80;1,2
2015;VWO;15118;VWO wiskunde C;81;0,7
2015;VWO;15119;VWO wiskunde C (pilot);76;1,2
2015;VWO;15120;VWO natuurkunde;75;0,9
2015;VWO;15121;VWO natuurkunde (pilot);75;1,4
2015;VWO;15122;VWO scheikunde;70;1,7
2015;VWO;15123;VWO scheikunde (pilot);69;1,8
2015;VWO;15124;VWO biologie;66;1,1
2015;VWO;15125;VWO biologie (pilot);68;1,3
2015;VWO;15126;VWO economie;53;0,8
2015;VWO;15127;VWO management & organisatie;63;0,2
2015;VWO;15128;VWO muziek;77;0,4
2015;VWO;15129;VWO tekenen, handvaardigheid, textiele vormgeving;63;1,0
2015;VWO;15130;VWO filosofie;45;0,9
2015;VWO;15131;VWO maatschappijwetenschappen;71;0,7
2015;VWO;15132;VWO maatschappijwetenschappen (pilot);68;1,4
2015;VWO;15133;VWO kunstbeeldende vormgeving-dans-drama-muziek-algemeen;64;0,8
2016;VWO;16101;VWO Nederlands;66;1,1
2016;VWO;16102;VWO Fries;49;0,2
2016;VWO;16103;VWO Latijn;74;1,1
2016;VWO;16104;VWO Grieks;76;0,8
2016;VWO;16105;VWO Frans;49;0,0
2016;VWO;16106;VWO Duits;49;0,4
2016;VWO;16107;VWO Engels;45;1,4
2016;VWO;16108;VWO Spaans;50;0,7
2016;VWO;16109;VWO Russisch;49;0,7
2016;VWO;16110;VWO Turks;55;0,7
2016;VWO;16111;VWO Arabisch;47;0,7
2016;VWO;16112;VWO geschiedenis;74;0,7
2016;VWO;16113;VWO aardrijkskunde;69;0,9
2016;VWO;16114;VWO wiskunde A;83;0,9
2016;VWO;16115;VWO wiskunde A (pilot);81;1,5
2016;VWO;16116;VWO wiskunde B;77;2,0
2016;VWO;16117;VWO wiskunde B (pilot);79;2,4
2016;VWO;16118;VWO wiskunde C;77;1,0
2016;VWO;16119;VWO wiskunde C (pilot);78;0,7
2016;VWO;16120;VWO natuurkunde;76;1,7
2016;VWO;16121;VWO natuurkunde (bezem);74;1,5
2016;VWO;16122;VWO scheikunde;69;1,6
2016;VWO;16123;VWO scheikunde (bezem);69;2,0
2016;VWO;16124;VWO biologie;69;0,9
2016;VWO;16125;VWO biologie (bezem);77;1,4
2016;VWO;16126;VWO economie;46;0,6
2016;VWO;16127;VWO management & organisatie;58;0,2
2016;VWO;16128;VWO muziek;78;1,9
2016;VWO;16129;VWO tekenen, handvaardigheid, textiele vormgeving CSE;67;1,3
2016;VWO;16130;VWO filosofie;45;1,0
2016;VWO;16131;VWO maatschappijwetenschappen;71;0,9
2016;VWO;16132;VWO maatschappijwetenschappen (pilot);60;0,9
2016;VWO;16133;VWO kunst (dans/drama/muziek/beeldende vormgeving/algemeen);65;0,5
2017;VWO;17101;VWO Nederlands;72;1,2
2017;VWO;17102;VWO Fries;44;0,5
2017;VWO;17103;VWO Latijn;76;1,7
2017;VWO;17104;VWO Grieks;76;1,2
2017;VWO;17105;VWO Frans;51;0,5
2017;VWO;17106;VWO Duits;49;0,5
2017;VWO;17107;VWO Engels;48;1,5
2017;VWO;17108;VWO Spaans;48;1,6
2017;VWO;17109;VWO Russisch;49;0,7
2017;VWO;17110;VWO Turks;57;0,7
2017;VWO;17111;VWO Arabisch;49;0,7
2017;VWO;17112;VWO geschiedenis;74;0,7
2017;VWO;17113;VWO aardrijkskunde;68;1,0
2017;VWO;17114;VWO wiskunde A;78;0,6
2017;VWO;17115;VWO wiskunde A (pilot);84;2,1
2017;VWO;17116;VWO wiskunde B;69;1,5
2017;VWO;17117;VWO wiskunde B (pilot);71;1,9
2017;VWO;17118;VWO wiskunde C;77;0,7
2017;VWO;17119;VWO wiskunde C (pilot);79;1,1
2017;VWO;17120;VWO natuurkunde;73;0,9
2017;VWO;17121;VWO scheikunde;67;1,6
2017;VWO;17122;VWO biologie;69;1,2
2017;VWO;17123;VWO economie;53;1,2
2017;VWO;17124;VWO management & organisatie;66;0,9
2017;VWO;17125;VWO muziek;78;1,2
2017;VWO;17126;VWO tekenen, handvaardigheid, textiele vormgeving;65;1,6
2017;VWO;17127;VWO filosofie;45;0,8
2017;VWO;17128;VWO maatschappijwetenschappen;67;0,5
2017;VWO;17129;VWO maatschappijwetenschappen (pilot);52;0,5
2017;VWO;17130;VWO kunst (dans/drama/muziek/beeldende vormgeving/algemeen);67;0,8
2018;VWO;18101;VWO Nederlands;62;1,1
2018;VWO;18102;VWO Fries;44;0,9
2018;VWO;18103;VWO Latijn;76;1,1
2018;VWO;18104;VWO Grieks;76;1,0
2018;VWO;18105;VWO Frans;50;0,6
2018;VWO;18106;VWO Duits;47;0,3
2018;VWO;18107;VWO Engels;48;1,3
2018;VWO;18108;VWO Spaans;50;1,4
2018;VWO;18109;VWO Russisch;48;0,7
2018;VWO;18110;VWO Turks;49;0,7
2018;VWO;18111;VWO Arabisch;49;0,7
2018;VWO;18112;VWO geschiedenis;71;0,9
2018;VWO;18113;VWO aardrijkskunde;64;1,0
2018;VWO;18114;VWO wiskunde A;78;0,6
2018;VWO;18115;VWO wiskunde A (bezem);83;0,7
2018;VWO;18116;VWO wiskunde B;73;0,9
2018;VWO;18117;VWO wiskunde B (bezem);75;1,5
2018;VWO;18118;VWO wiskunde C;78;0,6
2018;VWO;18119;VWO wiskunde C (bezem);79;1,2
2018;VWO;18120;VWO natuurkunde;72;1,3
2018;VWO;18121;VWO scheikunde;67;1,7
2018;VWO;18122;VWO biologie;74;0,8
2018;VWO;18123;VWO economie;55;0,9
2018;VWO;18124;VWO management & organisatie;66;1,3
2018;VWO;18125;VWO muziek;83;1,1
2018;VWO;18126;VWO tekenen, handvaardigheid, textiele vormgeving;63;1,1
2018;VWO;18127;VWO filosofie;46;1,1
2018;VWO;18128;VWO maatschappijwetenschappen;69;1,3
2018;VWO;18129;VWO maatschappijwetenschappen (pilot);54;1,2
2018;VWO;18130;VWO kunst beeldende vormgeving-dans-drama-muziek-algemeen;63;0,6
2019;VWO;19101;VWO Nederlands;65;0,6
2019;VWO;19102;VWO Fries;47;1,2
2019;VWO;19103;VWO Latijnse taal en cultuur;76;2,0
2019;VWO;19104;VWO Griekse taal en cultuur;76;0,9
2019;VWO;19105;VWO Frans;49;1,1
2019;VWO;19106;VWO Duits;50;1,0
2019;VWO;19107;VWO Engels;45;0,7
2019;VWO;19108;VWO Spaans;49;1,2
2019;VWO;19109;VWO Russisch;49;0,7
2019;VWO;19110;VWO Turks;48;0,7
2019;VWO;19111;VWO Arabisch;45;0,7
2019;VWO;19112;VWO geschiedenis;71;0,5
2019;VWO;19113;VWO aardrijkskunde;63;1,3
2019;VWO;19114;VWO wiskunde A;79;1,2
2019;VWO;19115;VWO wiskunde B;80;1,8
2019;VWO;19116;VWO wiskunde C;80;0,9
2019;VWO;19117;VWO natuurkunde;73;1,0
2019;VWO;19118;VWO scheikunde;67;1,6
2019;VWO;19119;VWO biologie;71;0,9
2019;VWO;19120;VWO economie;59;1,0
2019;VWO;19121;VWO management & organisatie;63;1,3
2019;VWO;19122;VWO muziek;81;0,9
2019;VWO;19124;VWO tekenen, handvaardigheid, textiele vormgeving;64;0,9
2019;VWO;19125;VWO filosofie;45;0,8
2019;VWO;19126;VWO maatschappijwetenschappen;73;0,8
2019;VWO;19127;VWO maatschappijwetenschappen (pilot);50;0,8
2019;VWO;19128;VWO kunstbeeldende vormgeving-dans-drama-muziek-algemeen;66;1,0
